NOTICE: pid::44932 2016-12-16 13:27:14     at Object.<anonymous> (/Users/xiaoguang/code/sousou-node/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::44932 2016-12-16 13:27:15     at Object.<anonymous> (/Users/xiaoguang/code/sousou-node/app/bootSrtap.js:53:11) { logid: 1481866035107724,  type: 'pv',  method: 'GET',  url: '/',  userInfo: undefined }
NOTICE: pid::38401 2016-12-21 16:46:38     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38401 2016-12-21 16:46:39     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482309999053607,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38404 2016-12-21 16:46:39     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38404 2016-12-21 16:46:39     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482309999655807,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38404 2016-12-21 16:46:40     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310000257599,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38404 2016-12-21 16:46:40     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310000308761,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38407 2016-12-21 16:46:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38407 2016-12-21 16:46:42     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310001975865,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38407 2016-12-21 16:46:42     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310002835281,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38407 2016-12-21 16:46:42     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310002887248,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38425 2016-12-21 16:47:12     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38425 2016-12-21 16:47:12     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310032277000,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38428 2016-12-21 16:47:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38428 2016-12-21 16:47:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310033199690,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38428 2016-12-21 16:47:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310033868198,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38428 2016-12-21 16:47:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310033933246,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38431 2016-12-21 16:47:14     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38431 2016-12-21 16:47:14     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310034508655,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38431 2016-12-21 16:47:15     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310035094473,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38431 2016-12-21 16:47:15     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310035145129,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38436 2016-12-21 16:47:20     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38436 2016-12-21 16:47:20     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310040318228,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38436 2016-12-21 16:47:20     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310040946093,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38436 2016-12-21 16:47:21     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310041011024,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38443 2016-12-21 16:47:26     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38443 2016-12-21 16:47:26     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310046202549,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38443 2016-12-21 16:47:26     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310046726910,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38443 2016-12-21 16:47:26     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310046781782,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38451 2016-12-21 16:47:40     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38451 2016-12-21 16:47:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310061088848,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38451 2016-12-21 16:47:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310061732113,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38451 2016-12-21 16:47:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310061783312,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38454 2016-12-21 16:47:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38454 2016-12-21 16:47:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310063276662,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38454 2016-12-21 16:47:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310063857391,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38454 2016-12-21 16:47:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310063941161,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38473 2016-12-21 16:48:18     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38473 2016-12-21 16:48:19     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310098992409,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38473 2016-12-21 16:48:19     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310099592130,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38473 2016-12-21 16:48:19     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310099667915,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38561 2016-12-21 16:48:56     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38561 2016-12-21 16:48:56     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310136527794,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38561 2016-12-21 16:48:57     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310137080164,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38561 2016-12-21 16:48:57     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310137143683,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38673 2016-12-21 16:51:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38673 2016-12-21 16:51:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310294260664,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38673 2016-12-21 16:51:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310294872454,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38673 2016-12-21 16:51:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310294941606,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38788 2016-12-21 16:54:46     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38788 2016-12-21 16:54:46     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310486739804,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38788 2016-12-21 16:54:47     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310487333009,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38788 2016-12-21 16:54:47     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310487409029,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38795 2016-12-21 16:54:52     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38795 2016-12-21 16:54:52     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310492275777,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38795 2016-12-21 16:54:52     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310492878700,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38795 2016-12-21 16:54:52     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310492924724,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38872 2016-12-21 16:56:58     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38872 2016-12-21 16:56:58     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310618670105,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38872 2016-12-21 16:56:59     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310619335069,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38872 2016-12-21 16:56:59     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310619402629,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38879 2016-12-21 16:57:05     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38879 2016-12-21 16:57:05     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310625505379,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38879 2016-12-21 16:57:06     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310626056698,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38879 2016-12-21 16:57:06     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310626115539,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38884 2016-12-21 16:57:12     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38884 2016-12-21 16:57:12     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310632551778,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38884 2016-12-21 16:57:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310633093201,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38884 2016-12-21 16:57:13     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310633147551,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38899 2016-12-21 16:57:29     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38899 2016-12-21 16:57:29     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310649958814,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38899 2016-12-21 16:57:30     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310650577055,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38899 2016-12-21 16:57:30     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310650628140,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38903 2016-12-21 16:57:33     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38903 2016-12-21 16:57:33     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310653265517,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38903 2016-12-21 16:57:33     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310653815520,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38903 2016-12-21 16:57:33     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310653891952,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38906 2016-12-21 16:57:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38906 2016-12-21 16:57:34     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310654672293,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38906 2016-12-21 16:57:35     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310655095810,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38906 2016-12-21 16:57:35     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310655153419,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38910 2016-12-21 16:57:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38910 2016-12-21 16:57:41     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310661810903,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38910 2016-12-21 16:57:42     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310662119160,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38910 2016-12-21 16:57:42     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310662174769,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::38913 2016-12-21 16:57:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::38913 2016-12-21 16:57:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310663215548,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::38913 2016-12-21 16:57:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310663519260,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::38913 2016-12-21 16:57:43     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310663584798,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39028 2016-12-21 17:00:22     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39028 2016-12-21 17:00:22     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310822846699,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39028 2016-12-21 17:00:23     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310823474517,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39028 2016-12-21 17:00:23     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310823545521,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39056 2016-12-21 17:01:01     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39056 2016-12-21 17:01:01     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310861790714,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39056 2016-12-21 17:01:02     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310862394799,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39056 2016-12-21 17:01:02     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310862446970,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39061 2016-12-21 17:01:08     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39061 2016-12-21 17:01:08     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310868934244,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39061 2016-12-21 17:01:09     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310869535418,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39061 2016-12-21 17:01:09     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310869592139,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39068 2016-12-21 17:01:22     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39068 2016-12-21 17:01:23     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310883014999,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39068 2016-12-21 17:01:23     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310883534841,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39068 2016-12-21 17:01:23     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310883586239,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39082 2016-12-21 17:01:47     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39082 2016-12-21 17:01:47     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310907389464,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39082 2016-12-21 17:01:47     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310907987298,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39082 2016-12-21 17:01:48     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310908050302,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39086 2016-12-21 17:01:49     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39086 2016-12-21 17:01:49     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310909903738,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39086 2016-12-21 17:01:50     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310910448987,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39086 2016-12-21 17:01:50     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310910508259,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39106 2016-12-21 17:02:04     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39106 2016-12-21 17:02:04     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310924505873,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39106 2016-12-21 17:02:05     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310925143758,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
NOTICE: pid::39106 2016-12-21 17:02:05     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310925191783,  type: 'pv',  method: 'GET',  url: '/images/.jpg',  userInfo: undefined }
NOTICE: pid::39124 2016-12-21 17:02:32     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:70:7) UI Server已经启动：http://127.0.0.1:8000
NOTICE: pid::39124 2016-12-21 17:02:32     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310952365330,  type: 'pv',  method: 'GET',  url: '/food',  userInfo: undefined }
NOTICE: pid::39124 2016-12-21 17:02:33     at Object.<anonymous> (/Users/xiaoguang/code/rewu/app/bootSrtap.js:53:11) { logid: 1482310953035205,  type: 'pv',  method: 'GET',  url: '/food/list?foodNameQ=&foodHotQ=&foodHotQ=',  userInfo: undefined }
